Time_s   F0_Hz
9.767500   --undefined--
9.782500   --undefined--
9.797500   --undefined--
9.812500   --undefined--
9.827500   --undefined--
9.842500   --undefined--
9.857500   283.835901
9.872500   288.412680
9.887500   292.396302
9.902500   293.997368
9.917500   295.191039
9.932500   296.851505
9.947500   299.652706
9.962500   303.604305
9.977500   308.632563
9.992500   314.668274
10.007500   323.022298
10.022500   335.529106
10.037500   348.029502
10.052500   366.147150
10.067500   377.558270
10.082500   385.997277
10.097500   393.617130
10.112500   399.786147
10.127500   400.646524
10.142500   398.273883
10.157500   397.680756
10.172500   401.126379
10.187500   409.457651
10.202500   418.079940
10.217500   426.438904
10.232500   433.612237
10.247500   436.804427
10.262500   436.402487
10.277500   434.898887
10.292500   434.243636
10.307500   435.797920
10.322500   438.717672
10.337500   441.267095
10.352500   444.076188
10.367500   446.772477
10.382500   446.919067
10.397500   441.184895
10.412500   433.293466
10.427500   426.699891
10.442500   --undefined--
10.457500   --undefined--
10.472500   --undefined--
10.487500   --undefined--
10.502500   --undefined--
10.517500   --undefined--
10.532500   --undefined--
10.547500   443.164470
10.562500   444.581704
10.577500   443.628297
10.592500   441.366080
10.607500   439.296183
10.622500   436.418107
10.637500   433.864719
10.652500   433.042750
10.667500   433.759666
10.682500   435.431709
10.697500   436.837758
10.712500   436.424620
10.727500   435.313627
10.742500   436.122383
10.757500   438.927876
10.772500   442.058829
10.787500   444.276006
10.802500   445.370511
10.817500   444.468164
10.832500   442.170218
10.847500   439.401396
10.862500   437.367281
10.877500   436.544839
10.892500   437.147696
10.907500   438.451845
10.922500   439.195133
10.937500   439.663268
10.952500   439.429196
10.967500   438.590665
10.982500   437.559561
10.997500   435.841325
11.012500   431.651549
11.027500   424.529341
11.042500   415.575743
11.057500   405.849066
11.072500   396.546343
11.087500   388.804508
11.102500   384.561154
11.117500   383.282245
11.132500   384.931325
11.147500   387.711327
11.162500   390.252140
11.177500   391.797965
11.192500   392.451327
11.207500   390.992418
11.222500   387.163340
11.237500   386.840107
11.252500   388.000156
11.267500   388.740267
11.282500   391.049279
11.297500   394.367768
11.312500   395.443519
11.327500   395.300952
11.342500   395.743717
11.357500   396.455827
11.372500   395.819566
11.387500   394.847653
11.402500   393.659656
11.417500   392.585077
11.432500   391.795106
11.447500   391.578582
11.462500   391.466711
11.477500   391.511778
11.492500   391.586908
11.507500   391.647905
11.522500   392.146867
11.537500   391.369723
11.552500   387.952413
11.567500   384.351321
11.582500   --undefined--
11.597500   --undefined--
11.612500   --undefined--
11.627500   --undefined--
11.642500   --undefined--
11.657500   --undefined--
11.672500   --undefined--
11.687500   --undefined--
11.702500   --undefined--
11.717500   --undefined--
11.732500   --undefined--
11.747500   --undefined--
11.762500   --undefined--
11.777500   --undefined--
11.792500   --undefined--
11.807500   394.939876
11.822500   394.904480
11.837500   394.936480
11.852500   395.209294
11.867500   393.791653
11.882500   391.096165
11.897500   388.831683
11.912500   387.837744
11.927500   387.831357
11.942500   388.914156
11.957500   390.415477
11.972500   392.262431
11.987500   393.303679
12.002500   393.396997
12.017500   393.192656
12.032500   392.720022
12.047500   392.330692
12.062500   391.894144
12.077500   391.534046
12.092500   391.301893
12.107500   391.439607
12.122500   391.492304
12.137500   391.659030
12.152500   391.057386
12.167500   389.960250
12.182500   389.709083
12.197500   390.272061
12.212500   390.952102
12.227500   391.513821
12.242500   392.160695
12.257500   392.693966
12.272500   392.896604
12.287500   392.840145
12.302500   392.205315
12.317500   391.752448
12.332500   391.433128
12.347500   391.310556
12.362500   391.273824
12.377500   391.239241
12.392500   391.563055
12.407500   392.179262
12.422500   392.719572
12.437500   393.202742
12.452500   393.400221
12.467500   393.147729
12.482500   392.889185
12.497500   393.185887
12.512500   393.347542
12.527500   392.431165
12.542500   391.033625
12.557500   390.231607
12.572500   390.156792
12.587500   390.942020
12.602500   391.555245
12.617500   391.963566
12.632500   392.489439
12.647500   392.169488
12.662500   391.813505
12.677500   391.957292
12.692500   392.187277
12.707500   392.477625
12.722500   392.636726
12.737500   392.396673
12.752500   392.190530
12.767500   392.236631
12.782500   392.297366
12.797500   392.106064
12.812500   391.764141
12.827500   391.534746
12.842500   391.828576
12.857500   392.099133
12.872500   391.912236
12.887500   391.764738
12.902500   391.928639
12.917500   392.637511
12.932500   393.546189
12.947500   393.887233
12.962500   393.612841
12.977500   393.562907
12.992500   393.782411
13.007500   393.705427
13.022500   393.464080
13.037500   393.577836
13.052500   393.309406
13.067500   391.881215
13.082500   389.337571
13.097500   387.172978
13.112500   385.448318
13.127500   384.298421
13.142500   384.397658
13.157500   386.273226
13.172500   --undefined--
13.187500   --undefined--
13.202500   --undefined--
13.217500   --undefined--
13.232500   --undefined--
13.247500   --undefined--
13.262500   --undefined--
13.277500   --undefined--
13.292500   --undefined--
13.307500   --undefined--
13.322500   --undefined--
13.337500   --undefined--
