Time_s   F0_Hz
2.435395   164.213542
2.443289   161.194675
2.451184   159.135109
2.459079   157.932858
2.466974   157.542304
2.474868   158.097024
2.482763   158.620974
2.490658   157.950197
2.498553   156.377054
2.506447   155.973316
2.514342   156.706091
2.522237   159.109951
2.530132   164.507514
2.538026   164.650196
2.545921   159.148871
2.553816   157.687822
2.561711   156.483795
2.569605   154.127713
2.577500   151.788764
2.585395   152.056621
2.593289   153.614195
2.601184   155.046343
2.609079   155.687926
2.616974   156.295445
2.624868   157.105202
2.632763   158.220384
2.640658   159.283675
2.648553   160.370110
2.656447   160.990103
2.664342   161.533756
2.672237   162.102445
2.680132   163.583682
2.688026   167.151627
2.695921   175.278039
2.703816   182.744513
2.711711   191.769331
2.719605   201.403188
2.727500   213.658167
2.735395   226.161404
2.743289   239.474758
2.751184   256.366709
2.759079   276.062146
2.766974   294.212419
2.774868   307.572089
2.782763   317.881190
2.790658   325.998234
2.798553   330.419240
2.806447   320.883739
2.814342   --undefined--
2.822237   --undefined--
2.830132   --undefined--
2.838026   --undefined--
2.845921   --undefined--
2.853816   --undefined--
2.861711   --undefined--
2.869605   --undefined--
2.877500   --undefined--
2.885395   --undefined--
2.893289   --undefined--
2.901184   --undefined--
2.909079   --undefined--
2.916974   --undefined--
2.924868   --undefined--
2.932763   --undefined--
2.940658   --undefined--
2.948553   --undefined--
2.956447   --undefined--
2.964342   252.392941
2.972237   240.642011
2.980132   228.434236
2.988026   216.989317
2.995921   209.604131
3.003816   205.992812
3.011711   203.334206
3.019605   201.821370
3.027500   200.617572
3.035395   198.955291
3.043289   197.743835
3.051184   196.282873
3.059079   193.952662
3.066974   190.638778
3.074868   --undefined--
3.082763   --undefined--
3.090658   --undefined--
3.098553   --undefined--
3.106447   --undefined--
3.114342   --undefined--
3.122237   --undefined--
3.130132   --undefined--
3.138026   254.890967
3.145921   253.975860
3.153816   248.466429
3.161711   253.429993
3.169605   261.104876
3.177500   267.106077
3.185395   273.671540
3.193289   277.874144
3.201184   278.694353
3.209079   279.496297
3.216974   --undefined--
3.224868   --undefined--
3.232763   --undefined--
3.240658   --undefined--
3.248553   --undefined--
3.256447   --undefined--
3.264342   --undefined--
3.272237   --undefined--
3.280132   --undefined--
3.288026   --undefined--
3.295921   --undefined--
3.303816   --undefined--
3.311711   --undefined--
3.319605   --undefined--
3.327500   --undefined--
3.335395   --undefined--
3.343289   --undefined--
3.351184   --undefined--
3.359079   279.176557
3.366974   271.171707
3.374868   263.075253
3.382763   251.363047
3.390658   237.702103
3.398553   228.814870
3.406447   224.203475
3.414342   219.806626
3.422237   213.365882
3.430132   205.454927
3.438026   203.996839
3.445921   --undefined--
3.453816   --undefined--
3.461711   --undefined--
3.469605   --undefined--
3.477500   --undefined--
3.485395   --undefined--
3.493289   --undefined--
3.501184   --undefined--
3.509079   --undefined--
3.516974   --undefined--
3.524868   --undefined--
3.532763   --undefined--
3.540658   --undefined--
3.548553   --undefined--
3.556447   --undefined--
3.564342   --undefined--
3.572237   --undefined--
3.580132   --undefined--
3.588026   213.326387
3.595921   197.560925
3.603816   181.074852
3.611711   174.568060
3.619605   170.472183
3.627500   167.320945
3.635395   164.953227
3.643289   162.946393
3.651184   161.319062
3.659079   159.728814
3.666974   158.344760
3.674868   157.118870
3.682763   156.309266
3.690658   155.631775
3.698553   154.700827
3.706447   154.705216
3.714342   155.719523
3.722237   155.699099
3.730132   156.496059
3.738026   156.912308
3.745921   158.011143
3.753816   159.405947
3.761711   160.611767
3.769605   161.925845
3.777500   162.611348
3.785395   163.254389
3.793289   164.528929
3.801184   167.804881
3.809079   172.121937
3.816974   177.016005
3.824868   181.035702
3.832763   183.310751
3.840658   190.032820
3.848553   202.551669
3.856447   210.423146
3.864342   221.012698
3.872237   228.130550
3.880132   234.023665
3.888026   239.875130
3.895921   243.125841
3.903816   241.122227
3.911711   236.199815
3.919605   230.917320
3.927500   --undefined--
3.935395   --undefined--
3.943289   --undefined--
3.951184   --undefined--
3.959079   --undefined--
3.966974   --undefined--
3.974868   --undefined--
3.982763   --undefined--
3.990658   --undefined--
3.998553   --undefined--
4.006447   --undefined--
4.014342   --undefined--
4.022237   --undefined--
4.030132   --undefined--
4.038026   --undefined--
4.045921   --undefined--
4.053816   --undefined--
4.061711   --undefined--
4.069605   --undefined--
4.077500   --undefined--
4.085395   --undefined--
4.093289   --undefined--
4.101184   --undefined--
4.109079   --undefined--
4.116974   --undefined--
4.124868   --undefined--
4.132763   --undefined--
4.140658   --undefined--
4.148553   --undefined--
4.156447   --undefined--
4.164342   --undefined--
4.172237   --undefined--
4.180132   --undefined--
4.188026   --undefined--
4.195921   --undefined--
4.203816   --undefined--
4.211711   --undefined--
4.219605   --undefined--
4.227500   --undefined--
4.235395   --undefined--
4.243289   --undefined--
4.251184   --undefined--
4.259079   --undefined--
4.266974   --undefined--
4.274868   --undefined--
4.282763   --undefined--
4.290658   --undefined--
4.298553   --undefined--
4.306447   --undefined--
4.314342   --undefined--
4.322237   --undefined--
4.330132   --undefined--
4.338026   --undefined--
4.345921   --undefined--
4.353816   --undefined--
4.361711   --undefined--
4.369605   --undefined--
4.377500   --undefined--
4.385395   --undefined--
4.393289   --undefined--
4.401184   --undefined--
4.409079   --undefined--
4.416974   --undefined--
4.424868   --undefined--
4.432763   --undefined--
4.440658   --undefined--
4.448553   --undefined--
4.456447   --undefined--
4.464342   --undefined--
4.472237   241.564005
4.480132   238.190880
4.488026   244.842416
4.495921   252.002875
4.503816   257.692817
4.511711   262.859247
4.519605   268.367661
4.527500   273.160620
4.535395   274.666836
4.543289   272.500144
4.551184   265.118842
4.559079   267.811859
4.566974   270.092431
4.574868   272.047615
4.582763   264.556304
4.590658   262.566453
4.598553   264.699783
4.606447   266.497195
4.614342   267.255819
4.622237   268.817052
4.630132   257.613731
4.638026   --undefined--
4.645921   --undefined--
4.653816   --undefined--
4.661711   234.078785
4.669605   218.580624
4.677500   207.570409
4.685395   201.119484
4.693289   198.213300
4.701184   196.635276
4.709079   194.910343
4.716974   193.714615
4.724868   193.305084
