Time_s   Intensity_dB
7.361750   49.814457
7.369750   50.817632
7.377750   51.392893
7.385750   51.742001
7.393750   52.028551
7.401750   52.540830
7.409750   53.353562
7.417750   53.987910
7.425750   54.017829
7.433750   53.843193
7.441750   54.151239
7.449750   54.577295
7.457750   55.536755
7.465750   57.347317
7.473750   59.264606
7.481750   60.882151
7.489750   62.159187
7.497750   63.464960
7.505750   64.607997
7.513750   65.117319
7.521750   64.909433
7.529750   64.186168
7.537750   63.666068
7.545750   63.868571
7.553750   63.911514
7.561750   62.974006
7.569750   61.009506
7.577750   57.867145
7.585750   53.431312
7.593750   49.425498
7.601750   47.644101
7.609750   46.138934
7.617750   43.973792
7.625750   43.378379
7.633750   43.733213
7.641750   42.163231
7.649750   38.990245
7.657750   38.274631
7.665750   44.168044
7.673750   50.487881
7.681750   54.400006
7.689750   56.740483
7.697750   58.221009
7.705750   58.152805
7.713750   55.738930
7.721750   51.898773
7.729750   49.616590
7.737750   49.680400
7.745750   51.394023
7.753750   53.004915
7.761750   55.674719
7.769750   59.440841
7.777750   63.238050
7.785750   66.996185
7.793750   69.266933
7.801750   69.344289
7.809750   67.937410
7.817750   67.283773
7.825750   67.727279
7.833750   67.913558
7.841750   67.824990
7.849750   67.302684
7.857750   65.570511
7.865750   61.868601
7.873750   56.279335
7.881750   51.752938
7.889750   50.681281
7.897750   50.741423
7.905750   50.461531
7.913750   49.357891
7.921750   47.143818
7.929750   45.022360
7.937750   44.422889
7.945750   44.152633
7.953750   43.716961
7.961750   43.349842
7.969750   42.922201
7.977750   42.018168
7.985750   40.337446
7.993750   38.689187
8.001750   37.733536
8.009750   37.278547
8.017750   36.705273
8.025750   36.191751
8.033750   35.741789
8.041750   36.248664
8.049750   36.903300
8.057750   38.224553
8.065750   39.256512
8.073750   39.054768
8.081750   38.841424
8.089750   39.120180
8.097750   39.824185
8.105750   40.442927
8.113750   42.087072
8.121750   44.496539
8.129750   46.552510
8.137750   49.612414
8.145750   52.878403
8.153750   55.504610
8.161750   57.674847
8.169750   59.666854
8.177750   61.225469
8.185750   61.811020
8.193750   61.391883
8.201750   60.864792
8.209750   60.901472
8.217750   60.983595
8.225750   61.010271
8.233750   60.973495
8.241750   60.236994
8.249750   58.389674
8.257750   55.767068
8.265750   53.058515
8.273750   52.361180
8.281750   52.605448
8.289750   50.847651
8.297750   49.184941
8.305750   49.148541
8.313750   48.873619
8.321750   47.827826
8.329750   46.446574
8.337750   46.216052
8.345750   45.856005
8.353750   44.521993
8.361750   42.938220
8.369750   41.932880
8.377750   41.977671
